id,idiom,in_kb,usage,english_source,audio_path,hindi_reference,literal_trap_hi,pred_off,inter_off,pred_substitute,inter_substitute,pred_append,inter_append
t0206,in hot water,1,literal,Cover the nuts in hot water and soak for 8–24 hours .,audio/t0206.mp3,मेवों को गर्म पानी में डालकर 8 से 24 घंटे तक भिगो दें।,,नटों को गर्म पानी में ढककर 8~ 24 घंटे भिगो दें ।,Cover the nuts in hot water and soak for 8–24 hours .,नटों को गर्म पानी में ढककर 8~ 24 घंटे भिगो दें ।,Cover the nuts in hot water and soak for 8–24 hours .,नटों को गर्म पानी में ढककर 8~ 24 घंटे भिगो दें ।,Cover the nuts in hot water and soak for 8–24 hours .
t0207,pull someone's leg,1,literal,"It is quite legal to go out into the countryside , find a hedgehog and pull off its legs one by one .",audio/t0207.mp3,ग्रामीण इलाके में जाकर किसी साही को पकड़ना और उसके पैर एक-एक करके खींचना पूरी तरह कानूनी है।,,"यह काफी कानूनी है कि ग्रामीण इलाकों में जाना , एक हेजहोग को ढूंढना और उसके पैरों को एक-एक करके खींचना .","It is quite legal to go out into the countryside , find a hedgehog and pull off its legs one by one .","यह काफी कानूनी है कि ग्रामीण इलाकों में जाना , एक हेजहोग को ढूंढना और उसके पैरों को एक-एक करके खींचना .","It is quite legal to go out into the countryside , find a hedgehog and pull off its legs one by one .","यह काफी कानूनी है कि ग्रामीण इलाकों में जाना , एक हेजहोग को ढूंढना और उसके पैरों को एक-एक करके खींचना .","It is quite legal to go out into the countryside , find a hedgehog and pull off its legs one by one ."
t0208,in hot water,1,literal,"Take out any rocks , decor , heater ( switch off first ) etc covered with algae , and scrub them in hot water with a stiff brush .",audio/t0208.mp3,"पत्थर, सजावटी सामान, हीटर (पहले बंद कर दें) आदि पर जमी काई को निकालकर उन्हें गर्म पानी और कड़े ब्रश से साफ़ करें।",,"शैवाल से ढके हुए पत्थर , सजावट , हीटर आदि निकालें , और उन्हें एक सख्त ब्रश से गर्म पानी में स्क्रब करें .","Take out any rocks , decor , heater ( switch off first ) etc covered with algae , and scrub them in hot water with a stiff brush .","शैवाल से ढके हुए पत्थर , सजावट , हीटर आदि निकालें , और उन्हें एक सख्त ब्रश से गर्म पानी में स्क्रब करें .","Take out any rocks , decor , heater ( switch off first ) etc covered with algae , and scrub them in hot water with a stiff brush .","शैवाल से ढके हुए पत्थर , सजावट , हीटर आदि निकालें , और उन्हें एक सख्त ब्रश से गर्म पानी में स्क्रब करें .","Take out any rocks , decor , heater ( switch off first ) etc covered with algae , and scrub them in hot water with a stiff brush ."
t0209,twist someone's arm,1,literal,"Anger gave her an added surge of strength , and she twisted her arm sharply downwards and broke his grip .",audio/t0209.mp3,गुस्से ने उसे अतिरिक्त ताकत दी और उसने उसकी बाँह को ज़ोर से नीचे मोड़कर उसकी पकड़ छुड़ा ली।,,"क्रोध ने उसे बल की एक अतिरिक्त लहर दी , और उसने अपनी बाहों को नीचे की ओर झुककर उसकी पकड़ तोड़ दी .","Anger gave her an added surge of strength , and she twisted her arm sharply downwards and broke his grip .","क्रोध ने उसे बल की एक अतिरिक्त लहर दी , और उसने अपनी बाहों को नीचे की ओर झुककर उसकी पकड़ तोड़ दी .","Anger gave her an added surge of strength , and she twisted her arm sharply downwards and broke his grip .","क्रोध ने उसे बल की एक अतिरिक्त लहर दी , और उसने अपनी बाहों को नीचे की ओर झुककर उसकी पकड़ तोड़ दी .","Anger gave her an added surge of strength , and she twisted her arm sharply downwards and broke his grip ."
t0210,in hot water,1,literal,"If a pipe has frozen , it can be thawed out with a hairdrier or by wrapping towels soaked in hot water around it .",audio/t0210.mp3,"यदि पाइप जम गया हो, तो उसे हेयर ड्रायर या गर्म पानी में भीगे तौलियों से पिघलाया जा सकता है।",,"यदि कोई पाइप ठंडी हो गई है , तो इसे बालों के लिए एक कूलर या उसके चारों ओर गर्म पानी में भिगोए हुए तौलिया को लपेटकर पिघलाया जा सकता है .","If a pipe has frozen , it can be thawed out with a hairdrier or by wrapping towels soaked in hot water around it .","यदि कोई पाइप ठंडी हो गई है , तो इसे बालों के लिए एक कूलर या उसके चारों ओर गर्म पानी में भिगोए हुए तौलिया को लपेटकर पिघलाया जा सकता है .","If a pipe has frozen , it can be thawed out with a hairdrier or by wrapping towels soaked in hot water around it .","यदि कोई पाइप ठंडी हो गई है , तो इसे बालों के लिए एक कूलर या उसके चारों ओर गर्म पानी में भिगोए हुए तौलिया को लपेटकर पिघलाया जा सकता है .","If a pipe has frozen , it can be thawed out with a hairdrier or by wrapping towels soaked in hot water around it ."
t0211,by the book,1,literal,"The early Machines , revived , rediscovered and about to be displayed by the book section of the Victoria and Albert Museum , are simple .",audio/t0211.mp3,"प्रारंभिक मशीनें, जिन्हें पुनर्जीवित कर अब विक्टोरिया एंड अल्बर्ट संग्रहालय के पुस्तक अनुभाग में प्रदर्शित किया जाएगा, काफी सरल हैं।",,"पुरानी मशीनें , पुनरुत्थान , पुनः खोज और विक्टोरिया और अल्बर्ट संग्रहालय के पुस्तक अनुभाग द्वारा प्रदर्शित होने वाली हैं , सरल हैं .","The early Machines , revived , rediscovered and about to be displayed by the book section of the Victoria and Albert Museum , are simple .","पुरानी मशीनें , पुनरुत्थान , पुनः खोज और विक्टोरिया और अल्बर्ट संग्रहालय के पुस्तक अनुभाग द्वारा प्रदर्शित होने वाली हैं , सरल हैं .","The early Machines , revived , rediscovered and about to be displayed by the book section of the Victoria and Albert Museum , are simple .","पुरानी मशीनें , पुनरुत्थान , पुनः खोज और विक्टोरिया और अल्बर्ट संग्रहालय के पुस्तक अनुभाग द्वारा प्रदर्शित होने वाली हैं , सरल हैं .","The early Machines , revived , rediscovered and about to be displayed by the book section of the Victoria and Albert Museum , are simple ."
t0212,by the book,1,literal,"Acceptance by the left of the basic parameters of the mixed economy was exemplified by Antony Crosland 's book The Future of Socialism , published in 1956 .",audio/t0212.mp3,मिश्रित अर्थव्यवस्था के मूल सिद्धांतों को वामपंथ द्वारा स्वीकार करने का उदाहरण एंथनी क्रॉसलैंड की 1956 में प्रकाशित पुस्तक **The Future of Socialism** है।,,"मिश्रित अर्थव्यवस्था के मूल मापदंडों की वामपंथी स्वीकृति का उदाहरण एंथनी क्रॉसलैंड की पुस्तक द फ्यूचर ऑफ सोशलिज्म में दिया गया था , जो 1956 में प्रकाशित हुआ था .","Acceptance by the left of the basic parameters of the mixed economy was exemplified by Antony Crosland 's book The Future of Socialism , published in 1956 .","मिश्रित अर्थव्यवस्था के मूल मापदंडों की वामपंथी स्वीकृति का उदाहरण एंथनी क्रॉसलैंड की पुस्तक द फ्यूचर ऑफ सोशलिज्म में दिया गया था , जो 1956 में प्रकाशित हुआ था .","Acceptance by the left of the basic parameters of the mixed economy was exemplified by Antony Crosland 's book The Future of Socialism , published in 1956 .","मिश्रित अर्थव्यवस्था के मूल मापदंडों की वामपंथी स्वीकृति का उदाहरण एंथनी क्रॉसलैंड की पुस्तक द फ्यूचर ऑफ सोशलिज्म में दिया गया था , जो 1956 में प्रकाशित हुआ था .","Acceptance by the left of the basic parameters of the mixed economy was exemplified by Antony Crosland 's book The Future of Socialism , published in 1956 ."
t0213,twist someone's arm,1,literal,"And all he kept doing was twisting my arm last night , and my leg bummer !",audio/t0213.mp3,वह सारी रात मेरी बाँह और पैर मरोड़ता रहा।,,"और वह केवल कल रात मेरे हाथ को घुमाता रहा , और मेरे पैर को झटका !","And all he kept doing was twisting my arm last night , and my leg bummer !","और वह केवल कल रात मेरे हाथ को घुमाता रहा , और मेरे पैर को झटका !","And all he kept doing was twisting my arm last night , and my leg bummer !","और वह केवल कल रात मेरे हाथ को घुमाता रहा , और मेरे पैर को झटका !","And all he kept doing was twisting my arm last night , and my leg bummer !"
t0214,pull someone's leg,1,literal,"No , God , that 's worse , much worse .",audio/t0214.mp3,"नहीं, हे भगवान, यह तो उससे भी बुरा है।",,"नहीं , भगवान , यह बहुत बुरा है , बहुत बुरा है .","No , God , that 's worse , much worse .","नहीं , भगवान , यह बहुत बुरा है , बहुत बुरा है .","No , God , that 's worse , much worse .","नहीं , भगवान , यह बहुत बुरा है , बहुत बुरा है .","No , God , that 's worse , much worse ."
t0215,off the hook,1,literal,"‘ I was just worried , with the telephone off the hook and all.’",audio/t0215.mp3,मैं तो बस इसलिए चिंतित था क्योंकि टेलीफ़ोन का रिसीवर अपनी जगह पर नहीं था।,,"मैं सिर्फ चिंतित था , फोन हुक से बाहर और सब के साथ .","‘ I was just worried , with the telephone off the hook and all.’","मैं सिर्फ चिंतित था , फोन अब परेशानी में नहीं है और सब कुछ के साथ.","‘ I was just worried , with the telephone no longer in trouble and all.’","मैं सिर्फ चिंतित था , फोन हुक से बाहर था (अब मुसीबत में नहीं) और सब कुछ।","‘ I was just worried , with the telephone off the hook (no longer in trouble) and all.’"
t0216,sit on the fence,1,literal,"I said , that is my property and when you sit on my fence that is a , an offence !",audio/t0216.mp3,"मैंने कहा, ""यह मेरी संपत्ति है और मेरी बाड़ पर बैठना अपराध है।""",,"मैंने कहा , यह मेरी संपत्ति है और जब तुम मेरी बाड़ पर बैठो तो यह अपराध है !","I said , that is my property and when you sit on my fence that is a , an offence !","मैंने कहा , यह मेरी संपत्ति है और जब तुम मेरी बाड़ पर बैठो तो यह अपराध है !","I said , that is my property and when you sit on my fence that is a , an offence !","मैंने कहा , यह मेरी संपत्ति है और जब तुम मेरी बाड़ पर बैठो तो यह अपराध है !","I said , that is my property and when you sit on my fence that is a , an offence !"
t0217,out of the woods,1,literal,Another player came out of the wood and began to jog across the Paddock .,audio/t0217.mp3,एक और खिलाड़ी जंगल से बाहर आया और पैडॉक की ओर दौड़ने लगा।,,एक और खिलाड़ी जंगल से बाहर आया और पैडॉक के पार दौड़ना शुरू कर दिया .,Another player came out of the wood and began to jog across the Paddock .,एक और खिलाड़ी जंगल से बाहर आया और पैडॉक के पार दौड़ना शुरू कर दिया .,Another player came out of the wood and began to jog across the Paddock .,एक और खिलाड़ी जंगल से बाहर आया और पैडॉक के पार दौड़ना शुरू कर दिया .,Another player came out of the wood and began to jog across the Paddock .
t0218,by the book,1,literal,"I have often observed how little young ladies are interested by books of a serious stamp , though written solely for their benefit .",audio/t0218.mp3,"मैंने अक्सर देखा है कि युवा महिलाओं की गंभीर पुस्तकों में बहुत कम रुचि होती है, भले ही वे केवल उनके लाभ के लिए लिखी गई हों।",,"मैंने अक्सर देखा है कि छोटी लड़कियां गंभीर मुहर वाली किताबों में कितनी दिलचस्पी रखती हैं , भले ही यह केवल उनके लाभ के लिए लिखी गई हो .","I have often observed how little young ladies are interested by books of a serious stamp , though written solely for their benefit .","मैंने अक्सर देखा है कि छोटी लड़कियां गंभीर मुहर वाली किताबों में कितनी दिलचस्पी रखती हैं , भले ही यह केवल उनके लाभ के लिए लिखी गई हो .","I have often observed how little young ladies are interested by books of a serious stamp , though written solely for their benefit .","मैंने अक्सर देखा है कि छोटी लड़कियां गंभीर मुहर वाली किताबों में कितनी दिलचस्पी रखती हैं , भले ही यह केवल उनके लाभ के लिए लिखी गई हो .","I have often observed how little young ladies are interested by books of a serious stamp , though written solely for their benefit ."
t0219,in hot water,1,literal,Do you have to dip it in hot water or something ?,audio/t0219.mp3,क्या इसे किसी तरह गर्म पानी में डुबोना पड़ता है?,,क्या आपको इसे गर्म पानी में डुबोना है या कुछ ऐसा ?,Do you have to dip it in hot water or something ?,क्या आपको इसे गर्म पानी में डुबोना है या कुछ ऐसा ?,Do you have to dip it in hot water or something ?,क्या आपको इसे गर्म पानी में डुबोना है या कुछ ऐसा ?,Do you have to dip it in hot water or something ?
t0220,out of the woods,1,literal,Beds varied in their design and some were raised platforms made out of wood or stone .,audio/t0220.mp3,बिस्तरों के डिज़ाइन अलग-अलग थे और कुछ लकड़ी या पत्थर से बने ऊँचे मंचों पर बनाए गए थे।,,बिस्तरों का डिज़ाइन अलग-अलग था और कुछ लकड़ी या पत्थर से बने मंच थे .,Beds varied in their design and some were raised platforms made out of wood or stone .,बिस्तरों का डिज़ाइन अलग-अलग था और कुछ लकड़ी या पत्थर से बने मंच थे .,Beds varied in their design and some were raised platforms made out of wood or stone .,बिस्तरों का डिज़ाइन अलग-अलग था और कुछ लकड़ी या पत्थर से बने मंच थे .,Beds varied in their design and some were raised platforms made out of wood or stone .
t0221,on the ball,1,literal,"It 's as if she made it herself , ' he said , munching happily on the fish ball .",audio/t0221.mp3,ऐसा लग रहा था मानो उसने ये फिश बॉल खुद बनाई हों।,,"ऐसा लगता है जैसे उसने खुद इसे बनाया है , ' उसने कहा , मछली की गेंद पर खुशी से चूसना .","It 's as if she made it herself , ' he said , munching happily on the fish ball .","ऐसा लगता है जैसे उसने खुद इसे बनाया है , ' उसने कहा , मछली की गेंद पर खुशी से चूसना .","It 's as if she made it herself , ' he said , munching happily on the fish ball .","ऐसा लगता है जैसे उसने खुद इसे बनाया है , ' उसने कहा , मछली की गेंद पर खुशी से चूसना .","It 's as if she made it herself , ' he said , munching happily on the fish ball ."
t0222,on the ball,1,literal,"However , there are times when a piece of mud , or dirt , has dried on the ball .",audio/t0222.mp3,"हालाँकि, कभी-कभी गेंद पर मिट्टी या गंदगी सूखकर चिपक जाती है।",,लेकिन कभी कभी गेंद पर मिट्टी का टुकड़ा सूख जाता है .,"However , there are times when a piece of mud , or dirt , has dried on the ball .",लेकिन कभी कभी गेंद पर मिट्टी का टुकड़ा सूख जाता है .,"However , there are times when a piece of mud , or dirt , has dried on the ball .",लेकिन कभी कभी गेंद पर मिट्टी का टुकड़ा सूख जाता है .,"However , there are times when a piece of mud , or dirt , has dried on the ball ."
t0223,on the ball,1,literal,I was nervous on the ball and made mistakes .,audio/t0223.mp3,गेंद पर खेलते समय मैं घबराया हुआ था और मुझसे कई गलतियाँ हुईं।,,मैं गेंद पर घबरा गया था और गलतियाँ की .,I was nervous on the ball and made mistakes .,मैं गेंद पर घबरा गया था और गलतियाँ की .,I was nervous on the ball and made mistakes .,मैं गेंद पर घबरा गया था और गलतियाँ की .,I was nervous on the ball and made mistakes .
t0224,on the ball,1,literal,"Scotland had made an encouraging start , never giving the world champions time to settle on the ball .",audio/t0224.mp3,स्कॉटलैंड ने अच्छी शुरुआत की और विश्व चैंपियनों को गेंद पर टिकने का कोई मौका नहीं दिया।,,"स्कॉटलैंड ने एक उत्साहजनक शुरुआत की थी , विश्व चैंपियन को गेंद पर निपटने का समय नहीं दिया था .","Scotland had made an encouraging start , never giving the world champions time to settle on the ball .","स्कॉटलैंड ने एक उत्साहजनक शुरुआत की थी , विश्व चैंपियन को गेंद पर निपटने का समय नहीं दिया था .","Scotland had made an encouraging start , never giving the world champions time to settle on the ball .","स्कॉटलैंड ने एक उत्साहजनक शुरुआत की थी , विश्व चैंपियन को गेंद पर निपटने का समय नहीं दिया था .","Scotland had made an encouraging start , never giving the world champions time to settle on the ball ."
t0225,up in the air,1,literal,"Or else , because one is lifted up in the air , to be unsettled and therefore restless , anxious , tense and doubtful .",audio/t0225.mp3,"या फिर जब किसी को हवा में उठा लिया जाता है, तो वह अस्थिर, बेचैन, चिंतित और असमंजस में महसूस करता है।",,"या फिर , क्योंकि एक व्यक्ति हवा में उठाया जाता है , बेचैन और इसलिए बेचैन , चिंतित , तनावपूर्ण और संदेह में है .","Or else , because one is lifted up in the air , to be unsettled and therefore restless , anxious , tense and doubtful .","या फिर , क्योंकि एक व्यक्ति हवा में उठाया जाता है , बेचैन और इसलिए बेचैन , चिंतित , तनावपूर्ण और संदेह में है .","Or else , because one is lifted up in the air , to be unsettled and therefore restless , anxious , tense and doubtful .","या फिर , क्योंकि एक व्यक्ति हवा में उठाया जाता है , बेचैन और इसलिए बेचैन , चिंतित , तनावपूर्ण और संदेह में है .","Or else , because one is lifted up in the air , to be unsettled and therefore restless , anxious , tense and doubtful ."
t0226,on the ball,1,literal,He had his hands on the ball three times in one spilling maul .,audio/t0226.mp3,उसने एक ही मॉल में तीन बार गेंद पर हाथ लगाया।,,एक ही खिलते हुए मॉल में उसने अपने हाथों को गेंद पर तीन बार रखा था .,He had his hands on the ball three times in one spilling maul .,एक ही खिलते हुए मॉल में उसने अपने हाथों को गेंद पर तीन बार रखा था .,He had his hands on the ball three times in one spilling maul .,एक ही खिलते हुए मॉल में उसने अपने हाथों को गेंद पर तीन बार रखा था .,He had his hands on the ball three times in one spilling maul .
t0227,pull someone's leg,1,literal,Sometimes you feel a bit stupid asking someone for a hand .,audio/t0227.mp3,कभी-कभी किसी से मदद माँगते हुए थोड़ा मूर्खतापूर्ण महसूस होता है।,,कभी कभी आप किसी से मदद मांगने के लिए थोड़ा बेवकूफ महसूस करते हैं .,Sometimes you feel a bit stupid asking someone for a hand .,कभी कभी आप किसी से मदद मांगने के लिए थोड़ा बेवकूफ महसूस करते हैं .,Sometimes you feel a bit stupid asking someone for a hand .,कभी कभी आप किसी से मदद मांगने के लिए थोड़ा बेवकूफ महसूस करते हैं .,Sometimes you feel a bit stupid asking someone for a hand .
t0228,on the ball,1,literal,He had his hands on the ball three times in one spilling maul .,audio/t0228.mp3,उसने एक ही मॉल में तीन बार गेंद पर हाथ लगाया।,,एक ही खिलते हुए मॉल में उसने अपने हाथों को गेंद पर तीन बार रखा था .,He had his hands on the ball three times in one spilling maul .,एक ही खिलते हुए मॉल में उसने अपने हाथों को गेंद पर तीन बार रखा था .,He had his hands on the ball three times in one spilling maul .,एक ही खिलते हुए मॉल में उसने अपने हाथों को गेंद पर तीन बार रखा था .,He had his hands on the ball three times in one spilling maul .
t0229,up in the air,1,literal,"‘ There was a time,’ one said , with a choking laugh , ‘ I could splinter a hazelnut tossed up in the air at five hundred yards .",audio/t0229.mp3,"एक समय था, उसने हँसते हुए कहा, ""कि मैं पाँच सौ गज दूर हवा में उछाले गए हेज़लनट को भी चकनाचूर कर सकता था।""",,"एक समय था, एक ने कहा, चुप्पी साधकर हंसते हुए, मैं एक हेज़ेलनट को पांच सौ गज की ऊंचाई पर हवा में फेंक सकता था।","‘ There was a time,’ one said , with a choking laugh , ‘ I could splinter a hazelnut tossed up in the air at five hundred yards .","एक समय था, एक ने कहा, चुप्पी साधकर हंसते हुए, मैं एक हेज़ेलनट को पांच सौ गज की ऊंचाई पर हवा में फेंक सकता था।","‘ There was a time,’ one said , with a choking laugh , ‘ I could splinter a hazelnut tossed up in the air at five hundred yards .","एक समय था, एक ने कहा, चुप्पी साधकर हंसते हुए, मैं एक हेज़ेलनट को पांच सौ गज की ऊंचाई पर हवा में फेंक सकता था।","‘ There was a time,’ one said , with a choking laugh , ‘ I could splinter a hazelnut tossed up in the air at five hundred yards ."
t0230,tie the knot,1,literal,The amount at the top that you need is just enough to tie a reef knot oh I 've forgot to show you a reef knot did n't I ?,audio/t0230.mp3,"ऊपर जितनी रस्सी चाहिए, उतनी ही रखें ताकि एक रीफ गाँठ बाँधी जा सके।",,"ऊपर की राशि आपको एक रीफ नोड बांधने के लिए पर्याप्त है ओह मैं तुम्हें एक रीफ नोड दिखाना भूल गया है , मैं नहीं है ?",The amount at the top that you need is just enough to tie a reef knot oh I 've forgot to show you a reef knot did n't I ?,"ऊपर की राशि आपको एक रीफ नोड बांधने के लिए पर्याप्त है ओह मैं तुम्हें एक रीफ नोड दिखाना भूल गया है , मैं नहीं है ?",The amount at the top that you need is just enough to tie a reef knot oh I 've forgot to show you a reef knot did n't I ?,"ऊपर की राशि आपको एक रीफ नोड बांधने के लिए पर्याप्त है ओह मैं तुम्हें एक रीफ नोड दिखाना भूल गया है , मैं नहीं है ?",The amount at the top that you need is just enough to tie a reef knot oh I 've forgot to show you a reef knot did n't I ?
t0231,out of the woods,1,literal,"I remember the terror though : when the bear comes out of the wood and stalks after unsuspecting Charlot on the steep , cliff - edged mountain path .",audio/t0231.mp3,मुझे वह डर आज भी याद है—जब भालू जंगल से निकलकर पहाड़ी रास्ते पर अनजान चार्लोट का पीछा करता है।,,"मुझे डर याद है , जब एक भालू जंगल से निकलता है और चार्लोट के पीछे डूबता है .","I remember the terror though : when the bear comes out of the wood and stalks after unsuspecting Charlot on the steep , cliff - edged mountain path .","मुझे डर याद है , जब एक भालू जंगल से निकलता है और चार्लोट के पीछे डूबता है .","I remember the terror though : when the bear comes out of the wood and stalks after unsuspecting Charlot on the steep , cliff - edged mountain path .","मुझे डर याद है , जब एक भालू जंगल से निकलता है और चार्लोट के पीछे डूबता है .","I remember the terror though : when the bear comes out of the wood and stalks after unsuspecting Charlot on the steep , cliff - edged mountain path ."
t0232,on the ball,1,literal,Daphne seemed amused by the thought and travelled down to Essex with me on the following Tuesday .,audio/t0232.mp3,डैफनी इस विचार से खुश दिखाई दी और अगले मंगलवार मेरे साथ एसेक्स चली गई।,,दफ़नी इस विचार से मज़ाक लग रही थी और अगले मंगलवार को मेरे साथ एसेक्स गई थी .,Daphne seemed amused by the thought and travelled down to Essex with me on the following Tuesday .,दफ़नी इस विचार से मज़ाक लग रही थी और अगले मंगलवार को मेरे साथ एसेक्स गई थी .,Daphne seemed amused by the thought and travelled down to Essex with me on the following Tuesday .,दफ़नी इस विचार से मज़ाक लग रही थी और अगले मंगलवार को मेरे साथ एसेक्स गई थी .,Daphne seemed amused by the thought and travelled down to Essex with me on the following Tuesday .
t0233,by the book,1,literal,The mounted soldier still had a long way to go and his influence was very considerable in the whole period covered by this book .,audio/t0233.mp3,घुड़सवार सैनिक को अभी लंबा रास्ता तय करना था और इस पूरी अवधि में उसका प्रभाव बहुत महत्वपूर्ण था।,,घोड़े पर सवार सैनिक को अभी भी लंबा रास्ता तय करना था और इस पुस्तक में कवर की गई पूरी अवधि में उसका प्रभाव बहुत महत्वपूर्ण था .,The mounted soldier still had a long way to go and his influence was very considerable in the whole period covered by this book .,घोड़े पर सवार सैनिक को अभी भी लंबा रास्ता तय करना था और इस पुस्तक में कवर की गई पूरी अवधि में उसका प्रभाव बहुत महत्वपूर्ण था .,The mounted soldier still had a long way to go and his influence was very considerable in the whole period covered by this book .,घोड़े पर सवार सैनिक को अभी भी लंबा रास्ता तय करना था और इस पुस्तक में कवर की गई पूरी अवधि में उसका प्रभाव बहुत महत्वपूर्ण था .,The mounted soldier still had a long way to go and his influence was very considerable in the whole period covered by this book .
t0234,add fuel to the fire,1,literal,"Ten minutes later , when silence reigned from the other side of the flames , she sat up to add more fuel to the fire .",audio/t0234.mp3,"दस मिनट बाद, जब दूसरी ओर की आग शांत हो गई, तो वह उठी और आग में और ईंधन डाला।",,"दस मिनट बाद जब आग के दूसरे हिस्से से चुप्पी छा गई , तो वह आग में और भी ईंधन डालने के लिए बैठ गई .","Ten minutes later , when silence reigned from the other side of the flames , she sat up to add more fuel to the fire .","दस मिनट बाद जब आग के दूसरे हिस्से से चुप्पी छा गई , तो वह आग में और भी ईंधन डालने के लिए बैठ गई .","Ten minutes later , when silence reigned from the other side of the flames , she sat up to add more fuel to the fire .","दस मिनट बाद जब आग के दूसरे हिस्से से चुप्पी छा गई , तो वह आग में और भी ईंधन डालने के लिए बैठ गई .","Ten minutes later , when silence reigned from the other side of the flames , she sat up to add more fuel to the fire ."
t0235,by the book,1,literal,Sometimes you are more touched by a book that seems to belong to you alone rather than to the world .,audio/t0235.mp3,"कभी-कभी कोई ऐसी किताब आपको अधिक छू जाती है जो केवल आपकी अपनी लगती है, पूरी दुनिया की नहीं।",,कभी कभी आप उस किताब से ज्यादा प्रभावित होते हैं जो दुनिया की तुलना में सिर्फ आपके लिए ही होती है .,Sometimes you are more touched by a book that seems to belong to you alone rather than to the world .,कभी कभी आप उस किताब से ज्यादा प्रभावित होते हैं जो दुनिया की तुलना में सिर्फ आपके लिए ही होती है .,Sometimes you are more touched by a book that seems to belong to you alone rather than to the world .,कभी कभी आप उस किताब से ज्यादा प्रभावित होते हैं जो दुनिया की तुलना में सिर्फ आपके लिए ही होती है .,Sometimes you are more touched by a book that seems to belong to you alone rather than to the world .
t0236,up in the air,1,literal,"I was now twenty metres up in the air , and I desperately hoped he would not decide to throw me to the ground .",audio/t0236.mp3,मैं उस समय लगभग बीस मीटर की ऊँचाई पर था और मन ही मन प्रार्थना कर रहा था कि वह मुझे नीचे न फेंक दे।,,"मैं अब बीस मीटर ऊपर हवा में था , और मैं हताश आशा करता था कि वह मुझे जमीन पर फेंकने का फैसला नहीं करेगा .","I was now twenty metres up in the air , and I desperately hoped he would not decide to throw me to the ground .","मैं अब बीस मीटर ऊपर हवा में था , और मैं हताश आशा करता था कि वह मुझे जमीन पर फेंकने का फैसला नहीं करेगा .","I was now twenty metres up in the air , and I desperately hoped he would not decide to throw me to the ground .","मैं अब बीस मीटर ऊपर हवा में था , और मैं हताश आशा करता था कि वह मुझे जमीन पर फेंकने का फैसला नहीं करेगा .","I was now twenty metres up in the air , and I desperately hoped he would not decide to throw me to the ground ."
t0237,keep your chin up,1,literal,"When you run , he advises that you do n't keep your chin up .",audio/t0237.mp3,दौड़ते समय अपनी ठुड्डी ऊपर उठाकर मत रखो।,,"जब आप भागते हैं , वह सलाह देता है कि आप अपने chin ऊपर नहीं रखना .","When you run , he advises that you do n't keep your chin up .","जब आप भागते हैं , तो वह सलाह देता है कि आप कठिनाई में खुश न रहें .","When you run , he advises that you do n't stay cheerful in difficulty .","जब आप भागते हैं , तो वह आपको सलाह देता है कि आप अपना किना ऊपर न रखें (कठिनता में खुश रहें) ।","When you run , he advises that you do n't keep your chin up (stay cheerful in difficulty) ."
t0238,by the book,1,literal,They went into the back room .,audio/t0238.mp3,वे पीछे वाले कमरे में चले गए।,,वे पीछे के कमरे में गए .,They went into the back room .,वे पीछे के कमरे में गए .,They went into the back room .,वे पीछे के कमरे में गए .,They went into the back room .
t0239,twist someone's arm,1,literal,He laid a fast hand on the woman 's wrist and twisted her arm .,audio/t0239.mp3,उसने तेज़ी से महिला की कलाई पकड़ी और उसकी बाँह मरोड़ दी।,,उसने स्त्री के कलाई पर एक तेज हाथ रखा और उसके हाथ को घुमाया ।,He laid a fast hand on the woman 's wrist and twisted her arm .,उसने स्त्री के कलाई पर एक तेज हाथ रखा और उसके हाथ को घुमाया ।,He laid a fast hand on the woman 's wrist and twisted her arm .,उसने स्त्री के कलाई पर एक तेज हाथ रखा और उसके हाथ को घुमाया ।,He laid a fast hand on the woman 's wrist and twisted her arm .
t0240,pull someone's leg,1,literal,Dalziel pulled up his trouser - leg and began scratching his ankle .,audio/t0240.mp3,डलज़ील ने अपनी पतलून का पायंचा ऊपर किया और टखना खुजलाने लगा।,,डल्जीएल ने अपनी पैंट की पैर खींच ली और अपने घुटने को खरोंचने लगा .,Dalziel pulled up his trouser - leg and began scratching his ankle .,डल्जीएल ने अपनी पैंट की पैर खींच ली और अपने घुटने को खरोंचने लगा .,Dalziel pulled up his trouser - leg and began scratching his ankle .,डल्जीएल ने अपनी पैंट की पैर खींच ली और अपने घुटने को खरोंचने लगा .,Dalziel pulled up his trouser - leg and began scratching his ankle .
t0241,in hot water,1,literal,"For example , it can not survive in very hot water , in bleach or detergent .",audio/t0241.mp3,"उदाहरण के लिए, यह बहुत गर्म पानी, ब्लीच या डिटर्जेंट में जीवित नहीं रह सकता।",,"उदाहरण के लिए , यह बहुत गर्म पानी में , ब्लीच या डिटर्जेंट में जीवित नहीं रह सकता है .","For example , it can not survive in very hot water , in bleach or detergent .","उदाहरण के लिए , यह बहुत गर्म पानी में , ब्लीच या डिटर्जेंट में जीवित नहीं रह सकता है .","For example , it can not survive in very hot water , in bleach or detergent .","उदाहरण के लिए , यह बहुत गर्म पानी में , ब्लीच या डिटर्जेंट में जीवित नहीं रह सकता है .","For example , it can not survive in very hot water , in bleach or detergent ."
